NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.453,159506,2328,69,588468,747896,1330999,1171556,0.0,2.808e+05
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.160,40428,668,29,117415,157821,1818353,1777981,0.0,70465
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.792,35256,371,16,968978,1004190,941085,905842,0.0,62694
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.284,32044,514,15,860821,892856,1066325,1034310,0.0,56094
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.215,28803,438,23,88655,117420,1847070,1818307,0.0,50272
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.008,23247,391,25,835312,858551,1091211,1068030,0.0,40298
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.510,21952,306,14,289059,310998,1647513,1625571,0.0,38706
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.091,21317,401,5,426257,447571,1516197,1494885,0.0,37105
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.712,19877,247,7,904673,924546,1022326,1002456,0.0,35279
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,96.786,19661,602,17,761277,780929,1166880,1147242,0.0,32779
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.700,18156,230,2,931580,949734,994314,976164,0.0,32215
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.165,17546,289,16,367341,384861,1567120,1549583,0.0,30587
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.919,15665,285,18,499439,515090,1453821,1438185,0.0,27084
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,95.769,15905,593,40,226040,241918,1744231,1728381,0.0,25569
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.276,13398,195,16,336405,349778,1597490,1584105,0.0,23429
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.216,13173,205,26,275916,289068,1661095,1647933,0.0,22997
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.986,12957,244,10,350972,363926,1583050,1570109,0.0,22465
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.281,13092,283,33,51868,64932,1885779,1872734,0.0,22136
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.666,12810,273,20,476271,489068,1477971,1465176,0.0,21976
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.930,12080,224,11,319436,331501,1615997,1603930,0.0,20899
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.997,10981,204,7,76167,87142,1863300,1852331,0.0,19045
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.010,10957,207,10,1004195,1015147,905760,894811,0.0,19016
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.936,10757,220,2,795094,805849,1131222,1120467,0.0,18633
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.197,10739,279,10,517516,528250,1435795,1425075,0.0,18144
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.308,10225,137,8,168195,178409,1767333,1757135,0.0,17891
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.968,9743,182,9,410309,420049,1526063,1516335,0.0,16881
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,98.239,9314,128,18,548201,557483,1377471,1368163,0.0,16259
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.928,8978,148,5,241920,250862,1727616,1718642,0.0,15514
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.068,8390,191,16,805976,814364,1120482,1112147,0.0,14079
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.564,8087,171,10,398773,406853,1537237,1529171,0.0,13819
NODE_1_length_1027567_cov_8.869650,ENA|FR745875|FR745875.1,97.190,7935,215,8,827394,835323,1099296,1091365,0.0,13411
